elementId,actId,text,sectionNumber,sectionName,regId
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:507734,Mental Health Act,"with the approval of the lieutenant governor in council ,  the minister may ,  on behalf of the government ,  enter into or cancel a reciprocal arrangement with the government of any other province of canada for the assumption of all or part of the charges incurred by a resident of one province hospitalized in a public mental hospital or provincial mental health facility in another .",13,Reciprocal arrangements with other provinces,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:555657,Livestock Identification Act,"1 no operator of a sale yard or slaughterhouse that is situated out of the prescribed area shall accept any shipment of cattle from a contributor a situated within the prescribed area unless the cattle are accompanied by a brand inspection certificate issued by an inspector ,  or a bill of sale issued by an operator of a sale yard located in the prescribed area within 72 hours of the sale ;  b situated out of the prescribed area unless the shipment is accompanied by a form 3 .  2 an operator of a sale yard that is out of the prescribed area may ,  with the approval of an inspector ,  substitute a book check in system for calves of a recognized dairy breed under the apparent age of 3 weeks in place of a form 3 .  the record shall show the name and address of a contributor and the number ,  kind and colour of the calves being contributed for sale .  the contributor shall sign the book to certify the correctness of the information .  3 repealed .   [ b . c .  reg .  227 / 84 ,  s .  8 .  ]   [ am .  b . c .  regs .  227 / 84 ,  s .  8 ;  6 / 2015 ,  sch .  2 ,  ss .  2 and 3 .  ]",24,Sale yard or slaughterhouse out of prescribed area,Livestock Identification Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:496619,Cannabis Control and Licensing Act,"a person must not possess cannabis unless one or more of the following apply :  a the person is the government ;  b the person is authorized to possess the cannabis under an agreement with the government entered into under the cannabis distribution act ;  c the person holds a licence ,  permit or authorization under the cannabis act  ( canada )  and the possession is in accordance with the licence ,  permit or authorization ;  d the person is a common carrier who is transporting the cannabis and the transportation is authorized under section 89  ( 2 )   ( f )   [ inspection ]  or under the cannabis act  ( canada )  ;  e the person is a licensee whose licence authorizes the sale of cannabis and the cannabis was registered under the cannabis distribution act and purchased by the licensee i from the government ,  ii in prescribed circumstances ,  or iii as authorized by the terms and conditions of the licence ;  f the person purchased the cannabis from the government or from a licensee at the licensee ' s establishment ;  g the person was given the cannabis that was purchased from the government or from a licensee at the licensee ' s establishment ;  h the cannabis was lawfully purchased from a location outside british columbia ,  the cannabis has been brought into british columbia and the amount of such cannabis in the person ' s possession is not more",14,Possession,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:496623,Cannabis Control and Licensing Act,"a person must not supply cannabis unless one or more of the following apply :  a the person is the government ;  b the person is a federal licence holder who supplies the cannabis to one or more of the following in accordance with the federal licence :  i the government ;  ii another federal licence holder ;  iii unless the regulations provide otherwise ,  a person located in another province who is not a federal licence holder if the person is authorized under the laws of that province to possess the cannabis ;  c the person holds an authorization under the cannabis act  ( canada )  and the supply is in accordance with the authorization ;  d the person is a common carrier who is transporting the cannabis and the transportation is authorized under section 89  ( 2 )   ( f )   [ inspection ]  or under the cannabis act  ( canada )  ;  e the person is a licensee and the supply is in accordance with the licence ;  f the person is an adult who is in lawful possession of the cannabis and the following conditions are met :  i the supply is to another adult ;  ii no consideration is given for the supply ;  iii the supply is not part of a business activity ;  g the person or cannabis is prescribed .",17,Supply,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:495619,Tobacco Tax Act,"a dealer ' s permit or by regulation ,  or b a person who is in the business of transporting goods for members of the public and is under contract with a person referred to in paragraph  ( a )  to move tobacco for that person .  5 subject to subsection  ( 6 )  ,  a person must not sell or otherwise distribute tobacco or any packages ,  cartons or cases that have been marked with the prescribed mark or stamp if the person selling or distributing knows or ought to know that the person to whom the tobacco ,  packages ,  cartons or cases are sold or distributed is a person who ,  outside of british columbia ,  sells or offers to sell tobacco or keeps tobacco for sale ,  either at wholesale or retail .  6 subsection  ( 5 )  does not apply if the tobacco ,  packages ,  cartons or cases are sold or distributed to a person who holds a dealer ' s permit .  7 a person must not ,  without first receiving the written authorization of the director to do so ,  mark tobacco or any package ,  carton or case with the prescribed mark or stamp .",58,Prohibitions,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:496619,Cannabis Control and Licensing Act,"a person must not possess cannabis unless one or more of the following apply :  a the person is the government ;  b the person is authorized to possess the cannabis under an agreement with the government entered into under the cannabis distribution act ;  c the person holds a licence ,  permit or authorization under the cannabis act  ( canada )  and the possession is in accordance with the licence ,  permit or authorization ;  d the person is a common carrier who is transporting the cannabis and the transportation is authorized under section 89  ( 2 )   ( f )   [ inspection ]  or under the cannabis act  ( canada )  ;  e the person is a licensee whose licence authorizes the sale of cannabis and the cannabis was registered under the cannabis distribution act and purchased by the licensee i from the government ,  ii in prescribed circumstances ,  or iii as authorized by the terms and conditions of the licence ;  f the person purchased the cannabis from the government or from a licensee at the licensee ' s establishment ;  g the person was given the cannabis that was purchased from the government or from a licensee at the licensee ' s establishment ;  h the cannabis was lawfully purchased from a location outside british columbia ,  the cannabis has been brought into british columbia and the amount of such cannabis in the person ' s possession is not more",14,Possession,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:496623,Cannabis Control and Licensing Act,"a person must not supply cannabis unless one or more of the following apply :  a the person is the government ;  b the person is a federal licence holder who supplies the cannabis to one or more of the following in accordance with the federal licence :  i the government ;  ii another federal licence holder ;  iii unless the regulations provide otherwise ,  a person located in another province who is not a federal licence holder if the person is authorized under the laws of that province to possess the cannabis ;  c the person holds an authorization under the cannabis act  ( canada )  and the supply is in accordance with the authorization ;  d the person is a common carrier who is transporting the cannabis and the transportation is authorized under section 89  ( 2 )   ( f )   [ inspection ]  or under the cannabis act  ( canada )  ;  e the person is a licensee and the supply is in accordance with the licence ;  f the person is an adult who is in lawful possession of the cannabis and the following conditions are met :  i the supply is to another adult ;  ii no consideration is given for the supply ;  iii the supply is not part of a business activity ;  g the person or cannabis is prescribed .",17,Supply,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503586,Financial Institutions Act,"1 an extraprovincial corporation must not carry on trust business ,  deposit business or insurance business in british columbia unless it has a business authorization .  2 a business authorization issued to an extraprovincial trust corporation a must be confined to trust business ,  or b in respect of an extraprovincial trust corporation whose primary jurisdiction is canada ,  may authorize both trust business and deposit business provided that the extraprovincial trust corporation maintains prescribed deposit insurance and does not authorize insurance business .  3 despite subsection  ( 2 )  ,  a business authorization issued to an extraprovincial trust corporation other than an extraprovincial trust corporation referred to in subsection  ( 2 )   ( b )  ,  before the date this section comes into force ,  that authorizes deposit business ,  or trust business and deposit business ,  remains in effect ,  subject to the maintenance by the extraprovincial trust corporation of prescribed deposit insurance ,  and to a a subsequent surrender of the business authorization or an amendment that removes its authorization to carry on deposit business ,  b the suspension ,  revocation or cancellation of the business authorization ,  or c a continuation or amalgamation of the extraprovincial trust corporation referred to in section 18 or 20 that does not ,  in the authority ' s opinion and in its sole",159,Authorized business,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503593,Financial Institutions Act,"offered under the plan unless the corporation is a member of the plan ,  and f  [ repealed 2021 - 2 - 8 .  ]  g the superintendent is satisfied i with the corporation ' s business record and past performance respecting deposit business ,  insurance business or trust business ,  and ii that the corporation ' s operations in british columbia will be conducted responsibly by persons with the competence and experience suitable for involvement in the operation of a financial institution .  4 the superintendent must not issue a business authorization under subsection  ( 3 )  if the superintendent believes on reasonable grounds that it is not in the public interest to issue the business authorization .  5 before issuing a business authorization to an extraprovincial corporation under subsection  ( 3 )  ,  the superintendent may a conduct an investigation ,  and b require the extraprovincial corporation to provide the superintendent with additional information ,  documents ,  verifications or forecasts of business operations that the superintendent considers necessary for evaluation of the application .  6 the superintendent must issue a business authorization to an extraprovincial corporation referred to in subsection  ( 1 )   ( b )  or  ( d )  if the corporation provides information in support of its application that is satisfactory to the superintendent .",160,Business authorization for extraprovincial trust or insurance corporation,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503597,Financial Institutions Act,"the public interest to issue the business authorization ,  or b the authority has not received the consent of the deposit insurance corporation .  4 section 160  ( 5 )  applies to the issuance of a business authorization under subsection  ( 2 )  of this section ,  with all references to  "" superintendent ""  in section 160  ( 5 )  to be read as references to  "" authority ""  .  5  [ not in force .  ]  6 the authority must issue a business authorization to an extraprovincial credit union referred to in subsection  ( 1 )   ( b )  if the corporation provides information in support of its application that is satisfactory to the authority .",160.1,Business authorization for extraprovincial credit union,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503640,Financial Institutions Act,"an extraprovincial corporation to which a business authorization has been issued must maintain facilities that the superintendent considers satisfactory by which the superintendent may obtain access to ,  a if the extraprovincial corporation is authorized to carry on deposit business ,  a record of all persons whose money is deposited with the extraprovincial corporation ,  showing the names and addresses of those persons and the amount deposited by or on behalf of each ,  b if the extraprovincial corporation is authorized to carry on trust business ,  full and adequate records respecting the fiduciary activities carried on by the extraprovincial corporation ,  c a record of all loans and investments made by the extraprovincial corporation ,  and d if the extraprovincial corporation is authorized to carry on insurance business ,  i a record of contracts of insurance in which the extraprovincial corporation is an insurer ,  and ii a record of contracts of reinsurance and reinsurance treaties in which the extraprovincial corporation is an insurer or insured .",162,Records,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503643,Financial Institutions Act,"1 if a an extraprovincial corporation ,  pursuant to extraprovincial legislation ,  enters into a program of voluntary compliance similar to a voluntary compliance agreement referred to in section 244 ,  b an extraprovincial corporation is the subject of an order similar to an order referred to in section 244 ,  245 ,  247 or 251 ,  c an extraprovincial corporation ,  pursuant to extraprovincial legislation ,  is the subject of an investigation or an inquiry ,  d under extraprovincial legislation ,  conditions or restrictions are placed on the licence ,  registration or business authorization of an extraprovincial corporation ,  e an extraprovincial corporation is placed under the control of a public official ,  f an extraprovincial corporation ' s licence ,  registration or business authorization ,  issued pursuant to extraprovincial legislation ,  is suspended or revoked ,  g an extraprovincial corporation has been convicted of an offence in canada or another jurisdiction arising from a transaction ,  business or course of conduct related to financial services ,  or h an extraprovincial corporation has been found by a regulator in canada or another jurisdiction to have contravened the laws of that jurisdiction respecting financial services ,  the extraprovincial corporation must inform the superintendent immediately in writing of that fact .  2 if",164,Requirement for notice of regulatory action outside British Columbia,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503644,Financial Institutions Act,"an extraprovincial corporation has been found by a regulator in canada or another jurisdiction to have contravened the laws of that jurisdiction respecting financial services ,  the extraprovincial corporation must inform the superintendent immediately in writing of that fact .  2 if the superintendent receives information under subsection  ( 1 )   ( a )  ,   ( b )  ,   ( c )  or  ( d )  ,  then a the superintendent by order under section 236 may impose conditions on the business authorization issued to the extraprovincial corporation under this act ,  and b the superintendent may require the extraprovincial corporation to file with the superintendent within a time the superintendent requires documents that the superintendent considers relevant to the situation disclosed by that information .  3 if the superintendent receives information under subsection  ( 1 )   ( e )  or  ( f )  ,  the superintendent must take action under section 249 .",164,Requirement for notice of regulatory action outside British Columbia,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503645,Financial Institutions Act,"1 at any time the superintendent may conduct an examination or cause a person acting under the superintendent ' s direction to conduct an examination of the condition and affairs of an extraprovincial corporation .  2 on an examination under this section ,  the superintendent or other person must make reasonable inquiries respecting a the extraprovincial corporation ' s condition and ability to meet its obligations as and when they become due ,  b the adequacy of the extraprovincial corporation ' s business and financial practices and of its management procedures and standards ,  and c compliance with i any order made under this act ,  ii a condition under which a consent under this act is given ,  or iii a condition of its business authorization .  3 the superintendent or other person may conduct an examination under this section at the principal place of business and at any office of the extraprovincial corporation or of any affiliate of the extraprovincial corporation .  4 instead of making an examination under this section ,  the superintendent may accept and rely on a report made by an official of the primary jurisdiction of the extraprovincial corporation .",165,Examination of extraprovincial corporations,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503646,Financial Institutions Act,"1 if an extraprovincial corporation authorized under this part to carry on business in british columbia amalgamates with one or more extraprovincial corporations ,  all of which are authorized under this part to carry on the same kind of business in british columbia as the first extraprovincial corporation ,  it must file with the superintendent a the written consent to the amalgamation from the appropriate official of the corporation ' s primary jurisdiction ,  and b any other documents or information required by the superintendent ,  and the superintendent must issue the appropriate business authorization for which the amalgamated extraprovincial corporation would qualify under this part .  2 an amalgamated corporation referred to in subsection  ( 1 )  may carry on business ,  as directed by the superintendent ,  under the existing business authorization issued with respect to one of the amalgamating corporations until the superintendent has issued the amalgamated corporation a new business authorization under subsection  ( 1 )  .  3 if an extraprovincial corporation authorized under this part to carry on business in british columbia amalgamates with one or more extraprovincial corporations ,  one or more of which are not authorized under this part to carry on the same kind of business in british columbia as the first extraprovincial corporation ,  it must file with the superintendent a the written consent",166,Amalgamation of extraprovincial corporations,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503647,Financial Institutions Act,"one or more extraprovincial corporations ,  one or more of which are not authorized under this part to carry on the same kind of business in british columbia as the first extraprovincial corporation ,  it must file with the superintendent a the written consent to the amalgamation from the appropriate official of the corporation ' s primary jurisdiction ,  and b any other documents or information required by the superintendent .  4 on receipt of the written consent ,  documents and information required under subsection  ( 3 )  ,  the superintendent may a issue the appropriate business authorization for which the amalgamated extraprovincial corporation would qualify under this part ,  or b direct the amalgamated corporation referred to in subsection  ( 3 )  to apply for a business authorization .  5 the superintendent must not issue a business authorization under subsection  ( 4 )   ( a )  if the superintendent believes on reasonable grounds that it is not in the public interest .  6 an amalgamated corporation referred to in subsection  ( 3 )  may continue to carry on business ,  as directed by the superintendent ,  under the existing business authorization issued with respect to one of the amalgamating corporations until a new business authorization has been a issued to the amalgamated corporation by the superintendent ,  or b refused by the superintendent .  7 if the superintendent has refused an application from an extraprovincial",166,Amalgamation of extraprovincial corporations,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503648,Financial Institutions Act,"business authorization issued with respect to one of the amalgamating corporations until a new business authorization has been a issued to the amalgamated corporation by the superintendent ,  or b refused by the superintendent .  7 if the superintendent has refused an application from an extraprovincial corporation for a business authorization referred to in subsection  ( 4 )   ( b )  ,  the extraprovincial corporation may carry on business under its existing business authorization only to the extent permitted by section 249  ( 8 )  as it applies for the purposes of this part .",166,Amalgamation of extraprovincial corporations,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503173,Financial Institutions Act,"1 an extraprovincial trust corporation or extraprovincial insurance corporation must not apply under section 302 of the business corporations act to continue into british columbia as a company unless ,  before the continuation application is submitted to the registrar for filing ,  the consent of the authority is obtained to the continuation .  2 without limiting section 22 of this act ,  the authority must not give a consent referred to in subsection  ( 1 )  of this section unless satisfied that the extraprovincial trust corporation or extraprovincial insurance corporation ,  in its primary jurisdiction as defined in section 157 ,  is licensed ,  registered or authorized to carry on the business that it proposes to carry on in british columbia .  3 a business authorization held by an extraprovincial trust corporation or an extraprovincial insurance corporation when it is continued into british columbia as a company under section 303 of the business corporations act ,  continues in force after the continuation subject to a subsequent surrender of the business authorization ,  and to any amendment or the suspension ,  revocation or cancellation of the business authorization ,  under this act .",18,Consent required for continuation of extraprovincial trust corporation or extraprovincial insurance corporation into British Columbia,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503588,Financial Institutions Act,"business ,  b the suspension ,  revocation or cancellation of the business authorization ,  or c a continuation or amalgamation of the extraprovincial trust corporation referred to in section 18 or 20 that does not ,  in the authority ' s opinion and in its sole discretion ,  meet the prescribed criteria .  4 a business authorization issued to an extraprovincial insurance corporation a may be confined to i general insurance business or life insurance business ,  or ii one or more classes of insurance ,  or b may authorize both general insurance business and life insurance business .  5 a business authorization issued to an extraprovincial credit union a may be confined to deposit business ,  or b may authorize both trust business and deposit business .",159,Authorized business,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503593,Financial Institutions Act,"offered under the plan unless the corporation is a member of the plan ,  and f  [ repealed 2021 - 2 - 8 .  ]  g the superintendent is satisfied i with the corporation ' s business record and past performance respecting deposit business ,  insurance business or trust business ,  and ii that the corporation ' s operations in british columbia will be conducted responsibly by persons with the competence and experience suitable for involvement in the operation of a financial institution .  4 the superintendent must not issue a business authorization under subsection  ( 3 )  if the superintendent believes on reasonable grounds that it is not in the public interest to issue the business authorization .  5 before issuing a business authorization to an extraprovincial corporation under subsection  ( 3 )  ,  the superintendent may a conduct an investigation ,  and b require the extraprovincial corporation to provide the superintendent with additional information ,  documents ,  verifications or forecasts of business operations that the superintendent considers necessary for evaluation of the application .  6 the superintendent must issue a business authorization to an extraprovincial corporation referred to in subsection  ( 1 )   ( b )  or  ( d )  if the corporation provides information in support of its application that is satisfactory to the superintendent .",160,Business authorization for extraprovincial trust or insurance corporation,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503597,Financial Institutions Act,"the public interest to issue the business authorization ,  or b the authority has not received the consent of the deposit insurance corporation .  4 section 160  ( 5 )  applies to the issuance of a business authorization under subsection  ( 2 )  of this section ,  with all references to  "" superintendent ""  in section 160  ( 5 )  to be read as references to  "" authority ""  .  5  [ not in force .  ]  6 the authority must issue a business authorization to an extraprovincial credit union referred to in subsection  ( 1 )   ( b )  if the corporation provides information in support of its application that is satisfactory to the authority .",160.1,Business authorization for extraprovincial credit union,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503640,Financial Institutions Act,"an extraprovincial corporation to which a business authorization has been issued must maintain facilities that the superintendent considers satisfactory by which the superintendent may obtain access to ,  a if the extraprovincial corporation is authorized to carry on deposit business ,  a record of all persons whose money is deposited with the extraprovincial corporation ,  showing the names and addresses of those persons and the amount deposited by or on behalf of each ,  b if the extraprovincial corporation is authorized to carry on trust business ,  full and adequate records respecting the fiduciary activities carried on by the extraprovincial corporation ,  c a record of all loans and investments made by the extraprovincial corporation ,  and d if the extraprovincial corporation is authorized to carry on insurance business ,  i a record of contracts of insurance in which the extraprovincial corporation is an insurer ,  and ii a record of contracts of reinsurance and reinsurance treaties in which the extraprovincial corporation is an insurer or insured .",162,Records,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503643,Financial Institutions Act,"1 if a an extraprovincial corporation ,  pursuant to extraprovincial legislation ,  enters into a program of voluntary compliance similar to a voluntary compliance agreement referred to in section 244 ,  b an extraprovincial corporation is the subject of an order similar to an order referred to in section 244 ,  245 ,  247 or 251 ,  c an extraprovincial corporation ,  pursuant to extraprovincial legislation ,  is the subject of an investigation or an inquiry ,  d under extraprovincial legislation ,  conditions or restrictions are placed on the licence ,  registration or business authorization of an extraprovincial corporation ,  e an extraprovincial corporation is placed under the control of a public official ,  f an extraprovincial corporation ' s licence ,  registration or business authorization ,  issued pursuant to extraprovincial legislation ,  is suspended or revoked ,  g an extraprovincial corporation has been convicted of an offence in canada or another jurisdiction arising from a transaction ,  business or course of conduct related to financial services ,  or h an extraprovincial corporation has been found by a regulator in canada or another jurisdiction to have contravened the laws of that jurisdiction respecting financial services ,  the extraprovincial corporation must inform the superintendent immediately in writing of that fact .  2 if",164,Requirement for notice of regulatory action outside British Columbia,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503645,Financial Institutions Act,"1 at any time the superintendent may conduct an examination or cause a person acting under the superintendent ' s direction to conduct an examination of the condition and affairs of an extraprovincial corporation .  2 on an examination under this section ,  the superintendent or other person must make reasonable inquiries respecting a the extraprovincial corporation ' s condition and ability to meet its obligations as and when they become due ,  b the adequacy of the extraprovincial corporation ' s business and financial practices and of its management procedures and standards ,  and c compliance with i any order made under this act ,  ii a condition under which a consent under this act is given ,  or iii a condition of its business authorization .  3 the superintendent or other person may conduct an examination under this section at the principal place of business and at any office of the extraprovincial corporation or of any affiliate of the extraprovincial corporation .  4 instead of making an examination under this section ,  the superintendent may accept and rely on a report made by an official of the primary jurisdiction of the extraprovincial corporation .",165,Examination of extraprovincial corporations,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503647,Financial Institutions Act,"one or more extraprovincial corporations ,  one or more of which are not authorized under this part to carry on the same kind of business in british columbia as the first extraprovincial corporation ,  it must file with the superintendent a the written consent to the amalgamation from the appropriate official of the corporation ' s primary jurisdiction ,  and b any other documents or information required by the superintendent .  4 on receipt of the written consent ,  documents and information required under subsection  ( 3 )  ,  the superintendent may a issue the appropriate business authorization for which the amalgamated extraprovincial corporation would qualify under this part ,  or b direct the amalgamated corporation referred to in subsection  ( 3 )  to apply for a business authorization .  5 the superintendent must not issue a business authorization under subsection  ( 4 )   ( a )  if the superintendent believes on reasonable grounds that it is not in the public interest .  6 an amalgamated corporation referred to in subsection  ( 3 )  may continue to carry on business ,  as directed by the superintendent ,  under the existing business authorization issued with respect to one of the amalgamating corporations until a new business authorization has been a issued to the amalgamated corporation by the superintendent ,  or b refused by the superintendent .  7 if the superintendent has refused an application from an extraprovincial",166,Amalgamation of extraprovincial corporations,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503648,Financial Institutions Act,"business authorization issued with respect to one of the amalgamating corporations until a new business authorization has been a issued to the amalgamated corporation by the superintendent ,  or b refused by the superintendent .  7 if the superintendent has refused an application from an extraprovincial corporation for a business authorization referred to in subsection  ( 4 )   ( b )  ,  the extraprovincial corporation may carry on business under its existing business authorization only to the extent permitted by section 249  ( 8 )  as it applies for the purposes of this part .",166,Amalgamation of extraprovincial corporations,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:533971,Pharmaceutical Services Act,"scheme delivered through a provincial or territorial government of canada ,  other than the government of british columbia ,  that provides to individuals financial assistance in respect of drugs ,  devices ,  substances or related services ;  public insurer means any of the following :  a the first nations health authority ;  b the government of canada ;  c a provincial or territorial government of canada ;  site means a a pharmacy ,  b a site at which a person is authorized under an enactment of a province or territory ,  other than british columbia ,  to store drugs or substances ,  or to dispense or sell drugs or substances to the public ,  or c a site through which devices are provided ;  site identification code means a unique code issued by the minister in respect of a specific site .   [ am .  b . c .  regs .  73 / 2015 ,  app .  6 ;  211 / 2015 ,  s .  29 ;  181 / 2019 ,  sch .  s .  1 ;  327 / 2021 ,  s .  1 ;  76 / 2022 ,  s .  4 .  ]",1,Definitions,Provider Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:504042,Carbon Tax Act,"sale ,  a the retail dealer who sold the fuel ,  or b a person acting on behalf of the retail dealer who sold the fuel ;  ii if section 1 . 1  ( 2 )   ( a )  to  ( c )  applies to the sale ,  a the seller who sold the fuel ,  or b a person acting on behalf of the seller who sold the fuel ;  iii if the purchaser of the fuel or a person acting on behalf of the purchaser has at the time of the purchase entered into a contract with a common carrier for the removal of the fuel from british columbia ,  a the purchaser ,  or b the person acting on behalf of the purchaser ;  d fuel that is purchased in british columbia for use outside of british columbia and is to be removed from british columbia in prescribed circumstances ;  e fuel for use in the operation of an ifta commercial vehicle by a licensed carrier ,  as defined in the motor fuel tax act ;  f fuel that is used by a registered consumer for interjurisdictional air or marine travel or transport in the prescribed circumstances and in accordance with the prescribed rules ;  g subject to the regulations ,  fuel that is purchased by a farmer for use for a prescribed purpose and that i is a prescribed type of fuel ,  ii is a prescribed subcategory",14,Exemptions from tax,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:507497,Motor Fuel Tax Act,"the minister may ,  on behalf of the government ,  enter into an agreement with one or more governments of other jurisdictions ,  whether inside or outside of canada ,  respecting the interjurisdictional administration of the collection ,  remittance and enforcement of the tax imposed under this act or under similar acts in the other jurisdictions .",17,Minister may enter into agreement,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:529357,Provincial Sales Tax Act,"this division does not apply in relation to the following :  a a conveyance that is subject to tax or is exempt from tax under division 6  [ conveyances used interjurisdictionally ]  ;  b subject to section 39  ( 2 )  and  ( 4 )  ,  a multijurisdictional vehicle or a vehicle that is to be immediately licensed in british columbia as described in section 69  ( 1 )   ( a )   [ tax if multijurisdictional vehicle licensed ]  .",38,Application of this Division,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:529476,Provincial Sales Tax Act,"total usage where purchase price   =   the purchase price of the taxable conveyance ;  bc usage   =   whichever of the following is applicable :   ( a )  in relation to an interjurisdictional aircraft ,  the number of hours the aircraft will fly in the airspace over british columbia in eligible flights during the period beginning on the date of purchase of the aircraft and ending on the third anniversary of that date ;   ( b )  in relation to an aircraft part ,  the number of hours the aircraft in which the part is or is to be installed will fly in the airspace over british columbia in eligible flights during ,   ( i )  in the case of a prescribed part ,  the period beginning on the date of purchase of the prescribed part and ending on the third anniversary of that date ,  and  ( ii )  in any other case ,  the year after the date of purchase of the part ;   ( c )  in relation to interjurisdictional railway rolling stock or an interjurisdictional conveyance ,  the distance the conveyance will travel ,  during the year after its date of purchase ,  in british columbia or ,  if the conveyance is a vessel ,  in the waters of british columbia ;   ( d )  in relation to a conveyance part ,  the distance the conveyance in which the part is",60,Tax if conveyance purchased in British Columbia for interjurisdictional use,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:529480,Provincial Sales Tax Act,"stock or an interjurisdictional conveyance ,  the total distance the conveyance will travel during the year after its date of purchase ;   ( d )  in relation to a conveyance part ,  the total distance the conveyance in which the part is or is to be installed will travel during the year after the date of purchase of the part .  3 tax payable under subsection  ( 2 )  must be paid on or before the last day of the month after the month in which the person purchased the conveyance or the part for a conveyance .  4 despite subsection  ( 3 )  ,  tax payable under subsection  ( 2 )  by a registrant must be paid on or before the prescribed date and in the prescribed manner .",60,Tax if conveyance purchased in British Columbia for interjurisdictional use,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:529507,Provincial Sales Tax Act,",  the taxable conveyance ,  and ii uses the conveyance in british columbia in the course of the person ' s business ,  whether or not the business is carried on in british columbia .  2 this section does not apply to a person if any person referred to in subsection  ( 1 )  has leased the taxable conveyance ,  as lessee .  3 a person to whom this section applies must pay to the government tax on the taxable conveyance in the amount determined by the following formula :  amount  =  7 %  × purchase price × bc usage total usage where purchase price   =   the purchase price of the taxable conveyance ;  bc usage   =   whichever of the following is applicable :   ( a )  in relation to an interjurisdictional aircraft ,  the number of hours the aircraft will fly in the airspace over british columbia in eligible flights during the period beginning on the entry date of the aircraft and ending on the third anniversary of that date ;   ( b )  in relation to an aircraft part ,  the number of hours the aircraft in which the part is or is to be installed will fly in the airspace over british columbia in eligible flights during ,   ( i )  in the case of a prescribed part ,  the period beginning on the entry date of the prescribed part and ending on the third",63,Tax if conveyance brought into and used in British Columbia,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:529511,Provincial Sales Tax Act,":   ( a )  in relation to an interjurisdictional aircraft ,  the total number of hours the aircraft will fly during the period referred to in paragraph  ( a )  of the description of  "" bc usage ""  ;   ( b )  in relation to an aircraft part ,  the total number of hours the aircraft in which the part is or is to be installed will fly during the period referred to in paragraph  ( b )  of the description of  "" bc usage ""  ;   ( c )  in relation to interjurisdictional railway rolling stock or an interjurisdictional conveyance ,  the total distance the conveyance will travel during the year after its entry date ;   ( d )  in relation to a conveyance part ,  the total distance the conveyance in which the part is or is to be installed will travel during the year after the entry date of the part .  4 tax payable under subsection  ( 3 )  must be paid on or before the last day of the month after the month that includes the entry date of the taxable conveyance .  5 despite subsection  ( 4 )  ,  tax payable under subsection  ( 3 )  by a registrant must be paid on or before the prescribed date and in the prescribed manner .",63,Tax if conveyance brought into and used in British Columbia,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:529519,Provincial Sales Tax Act,"date the person becomes the user of the conveyance ,  in british columbia or ,  if the conveyance is a vessel ,  in the waters of british columbia ;  total usage   =   whichever of the following is applicable :   ( a )  in relation to an interjurisdictional aircraft ,  the total number of hours the aircraft will fly during the period referred to in paragraph  ( a )  of the description of  "" bc usage ""  ;   ( b )  in relation to an aircraft part ,  the total number of hours the aircraft in which the part is or is to be installed will fly during the period referred to in paragraph  ( b )  of the description of  "" bc usage ""  ;   ( c )  in relation to interjurisdictional railway rolling stock or an interjurisdictional conveyance ,  the total distance the conveyance will travel during the year after the date the person becomes the user of the conveyance ;   ( d )  in relation to a conveyance part ,  the total distance the conveyance in which the part is or is to be installed will travel during the year after the date the person becomes the user of the conveyance .  3 tax payable under subsection  ( 2 )  must be paid on or before the last day of the month after the month in which the person",64,Tax if change in use of conveyance acquired for resale,
